Customer Name,Gender,Quantity,Price,City,State,Phone,Email,Zincode,Product,Category,Dealer,Discount,Coupon Code,Date of Order,Date of Delivery,Order ID,Product ID,Order Status,Payment Method,Shipping Fee,Customer Feedback,Returns,Refund Amount,Loyalty Points
Michelle Stout,Men,1000,-10,Roblesstad,Indiana,,jbenjamin@king.com,,method,Clothing,Gray Ltd,10%,SAVE10,2022-10-02,2024-03-18,7a25d914-f49d-4d17-8a19-a2e9f10745d2,0698045781505,Delivered,PayPal,10.0,,,0.0,100
Melissa Lloyd,F,4,20$,New Brianna,Mississippi,,,,catch,Other,Johnson LLC,five,12345,2023-04-13,2024-01-17,399f1e69-515a-4e11-935a-a1a9f446a74a,7919058892105,,,5.99,,0,,two hundred
Destiny Wilson DDS,Women,three,,Evansborough,Texas,123-abc-7890,weissjeffrey@carter.com,,ability,Electronics,Hartman Ltd,,12345,2022-06-14,2022-02-13,9a7e9ea4-2c09-4320-bd36-0654a5aadc9d,6099585698492,,,10.0,,,0.0,two hundred
Joseph Johnson,,4,20$,Kevinport,North Carolina,,not-an-email,,war,,"Herrera, Gonzalez and Powers",5,DISCOUNT,2023-01-10,2022-03-29,add226aa-5b11-4295-a2ba-fbb6a100115f,3548442327660,Pending,,free,Good,,,
Jessica Sampson,Female,1000,-10,Lake Keith,Louisiana,,not-an-email,,kid,Food,"Jackson, Ashley and Dominguez",five,12345,2022-06-27,2023-12-31,9dd6aa1c-aa61-45bf-aec1-b44e1a9771c5,3216534620578,Cancelled,PayPal,,Bad,1,,100
Heather Steele,Men,2,49.95,Matthewchester,South Dakota,,jmoody@yahoo.com,,another,,Lee-Mcbride,,,2022-11-27,2023-12-04,e2bd9af2-ed5e-4e8b-8819-b46fab535fb4,3026563450790,,Bank Transfer,free,,,0.0,
Gary Lambert,,-5,19.99,South Samuel,Louisiana,(771)712-3759x0294,not-an-email,,trial,Food,"Kane, White and Harding",10,12345,2022-09-22,2022-07-24,6b940409-2861-4565-b9fb-633178ff911e,6857713410145,,Credit Card,,,,,
Chad Bradley,,1,,Richardland,Washington,(325)977-3318,not-an-email,,project,Other,Bryant-Sims,five,,2023-01-01,2023-06-12,4ee6d29f-c4eb-40ec-885d-268ef44e6c32,6373461767268,Pending,PayPal,0,Good,0,10.0,two hundred
Robert Collins,Male,4,,West Nicholas,Rhode Island,,,ABCDE,produce,Electronics,"Rivera, Lucero and Boyer",5,,2023-05-13,2024-09-26,921aec12-552b-4e60-b7e8-95515b027b6c,2025129125265,Pending,,5.99,Good,0,,
Travis Cole,M,10,20$,Joshuaton,Rhode Island,123-abc-7890,not-an-email,02523,environmental,Other,"Miles, Delacruz and Hinton",5,12345,2022-01-11,2023-03-11,24f2745b-72f0-4a1d-9564-cda4caab7dc5,1257004807121,Pending,Credit Card,10.0,Bad,0,5.0,
John Meyer DVM,Female,-5,,New Jesse,Idaho,,not-an-email,ABCDE,seat,,"Bryan, Campbell and Richard",,DISCOUNT,2022-11-27,2022-06-29,8857d7de-e783-4656-b34b-3d6259f6d50e,5345841225522,,,,Average,no,10.0,200
John Castillo,F,1000,100000,Stephentown,Maryland,123-abc-7890,,ABCDE,argue,,"Brown, Williams and Ho",,,2023-01-08,2022-09-28,0a8b8bf0-9c94-476f-9c37-d881209d79a5,2581241845141,,PayPal,10.0,Bad,,-1,two hundred
Michael King,F,2,100000,New Alexanderstad,Nevada,123-abc-7890,christine95@hotmail.com,31970,after,Electronics,Hull Group,5,,2023-09-15,2024-11-23,49f458d9-4fe2-4960-9634-b04f46802533,4094636803964,,Bank Transfer,0,Bad,1,5.0,200
Andrew Kelly,,,,Jameston,Rhode Island,+1-924-619-0694x37200,,,per,Other,Carey Ltd,10,12345,2022-12-19,2024-05-15,f09dd791-0e8a-4809-bde5-13e40b82df59,3269196034238,Pending,Bank Transfer,0,Bad,1,5.0,200
Matthew White,Female,,-10,Daniellehaven,Utah,,,,beat,Other,"May, Barnes and Montgomery",,,2023-07-10,2023-12-10,69d7e60d-1c03-4b7d-8ded-963a6f7d09dd,8390402376882,Delivered,,,Average,,-1,two hundred
Maria Hanson,Women,,0,West Jennifer,Tennessee,,melissa03@sharp-roy.info,08515,listen,Electronics,"Branch, Bird and Williams",,12345,2022-12-10,2023-01-31,9b3e20a5-2c66-4c61-a14c-d250194df1bc,7302435349246,,PayPal,free,,yes,-1,
Micheal Durham,,,49.95,Port Johnstad,Utah,,,ABCDE,hard,,"Reyes, Kennedy and Vazquez",five,,2023-02-27,2023-01-16,37f5b243-85ae-4fef-9b51-cc71820155de,1655229213121,,Credit Card,free,Bad,0,0.0,200
Angela Smith,Women,-5,,West Jessicaport,New Mexico,892-020-7956x51037,not-an-email,,account,Food,Christensen-Booker,10,SAVE10,2022-03-29,2022-09-09,b6416b99-9339-4944-baa0-31eba90369fe,3369345228959,Delivered,,free,Average,1,5.0,200
Natalie Moreno,Female,1,49.95,Lake Jefferyside,Washington,123-abc-7890,cody53@gmail.com,ABCDE,office,Other,Kelley Ltd,5,,2022-03-16,2022-02-22,8258288a-85d2-4b29-8ce4-47c2cc0f11d7,9959244198862,,Credit Card,,,yes,0.0,
Matthew Martinez,M,1000,-10,Daychester,Texas,,,ABCDE,receive,,Mason LLC,five,,2023-07-18,2022-02-20,9354d35e-ffbf-4584-8356-8bf300d4852e,7187416391175,,Credit Card,0,,yes,-1,
Joseph Jones,Men,-5,-10,Howardborough,Utah,101.878.4502x6160,,ABCDE,wish,Other,Pearson-Wood,,DISCOUNT,2022-08-02,2022-06-14,a6feabee-d501-453b-8649-a32477d84768,9185762769400,Pending,Credit Card,,,no,10.0,
Amy Reid,Female,three,49.95,South Edwinshire,South Dakota,,robert56@larsen.com,ABCDE,wear,Food,King Group,10,,2022-02-18,2023-07-17,b4ee88fb-e2fa-4422-bb48-ad12d0a263a4,0901712390482,Pending,PayPal,,Average,,10.0,200
Randy Cummings,,3,,East Melissaberg,California,,,33775,tend,Clothing,"Howard, Hall and Robinson",,DISCOUNT,2023-03-09,2022-03-14,42157c1a-1fe1-48de-bccd-08658bb93eaf,9804138317761,,Bank Transfer,,Good,0,0.0,two hundred
William Fields,F,2,20$,Allisonburgh,Kansas,,stanleywilliam@gray.biz,,national,Other,White and Sons,,,2022-05-26,2022-09-09,df997a86-ac54-4b3e-83a7-d034bd143b39,9446718498745,Pending,PayPal,free,,no,-1,100
Jennifer Giles,,10,,East Timothy,North Carolina,,jennifersmith@cohen.com,,summer,Clothing,Jenkins-Garner,10,,2022-05-04,2024-02-04,ce66548f-da96-47e0-930a-59d0db26cf00,7384819245863,,,,,0,,100
Denise White,Men,three,19.99,North Amyshire,Kansas,001-186-156-5473x7220,jeffrey45@gonzalez.com,19264,church,,Hahn LLC,five,,2023-05-01,2022-05-16,c4e0c5a9-81aa-41fb-ace5-a9170646bad7,2380661009603,,,10.0,,,0.0,100
Courtney Day,M,-5,-10,Paulborough,Illinois,123-abc-7890,,,central,,"Wood, Thomas and Johnson",5,,2023-02-04,2023-01-27,1c99d0e0-4757-4246-bedf-c4a5cfb0b587,2114629056282,,Bank Transfer,0,Bad,yes,5.0,100
Jamie Fox,,10,,New Thomasfurt,Georgia,8254811173,,,either,Clothing,Oconnor-Ray,five,12345,2022-05-09,2024-10-22,1453bb16-9a32-402f-8bc7-e6b7c7cb8990,4759140743341,Delivered,,5.99,Good,1,5.0,two hundred
Thomas Lee,M,,0,West Dwayne,Texas,,,,main,Electronics,"Macias, Nguyen and Hill",,,2022-07-03,2022-03-18,8c679de4-a885-47f1-8d74-b5d7a9e3bbff,6846197569227,,PayPal,0,Bad,yes,0.0,
Kristine Johnson,M,10,100000,New Danielberg,Oklahoma,,not-an-email,,easy,,Hernandez LLC,five,,2023-08-10,2023-10-01,5b163bf9-bc89-47c4-b4bd-0208724318ce,0482189868051,Cancelled,,,Good,,,200
Bradley Harper,Women,1,20$,Amandaburgh,Colorado,,,96778,rest,Electronics,Golden-Coleman,five,DISCOUNT,2022-05-30,2022-04-25,fb6d5f1e-1c61-4361-b9a5-b7b1a0e35603,6781639806464,Cancelled,,0,,1,-1,
Amber Brown,Women,5,,New Michaelfort,Kentucky,(567)799-8177,christinajohnson@colon.com,,produce,Clothing,Nguyen-Douglas,,,2023-09-24,2022-06-23,5f970430-fcea-4634-bdcd-a794e2f80ba2,9048440330791,Pending,PayPal,10.0,Bad,,10.0,
Kimberly Jones,Female,4,100000,East Anne,Texas,,fwest@harrison.info,ABCDE,my,,"Rowe, Rodriguez and May",,SAVE10,2023-12-11,2024-10-06,e703cc9a-17fc-4cf9-b34d-83a0950156f7,4322410064479,Pending,PayPal,,Good,,0.0,100
Joanne Griffin,,1000,-10,East Melissa,Wyoming,,,,use,Food,Brooks PLC,10%,,2022-01-06,2023-11-13,861eef5f-ee47-4f9a-9957-976bbf18b02a,7414074871757,,Bank Transfer,free,Good,,10.0,two hundred
Joshua Brown MD,Men,5,,Chadfurt,Wyoming,,not-an-email,44267,sound,,"Ochoa, Rodriguez and Mullins",10%,,2022-12-24,2022-04-12,95fdb8c0-cfcb-4d82-bd1a-f9bca973cc46,5350659235779,,Credit Card,,,0,-1,two hundred
Erik Shaw,,3,0,North John,Indiana,001-599-548-8638,,69903,tell,,"Obrien, Lawrence and Brooks",,SAVE10,2022-11-24,2024-07-24,af38cbf6-3152-4fc0-92e2-08eb59cd5869,7542526871649,,,10.0,Bad,,,
Jennifer Sutton,Women,1000,100000,East Georgeside,Wisconsin,,gary40@gmail.com,,plant,Clothing,Rhodes and Sons,five,,2023-02-13,2023-04-18,fd58f9c0-d3cb-497f-bf87-11c9ac6f095b,5055024628728,,PayPal,,Average,1,0.0,
Matthew Rowland,Male,1,20$,Lake David,New Mexico,123-abc-7890,not-an-email,,traditional,Clothing,Savage PLC,,12345,2022-07-25,2022-03-09,52703785-5885-4779-aa55-1990e7295214,9751197711859,Delivered,Credit Card,5.99,Average,yes,,
Steven Smith,F,1,-10,West Kimberly,Massachusetts,123-abc-7890,sarahhernandez@hotmail.com,95326,detail,Electronics,Johnson LLC,10%,DISCOUNT,2023-12-06,2022-03-26,7b4f0cde-3d59-45cd-8d2b-a89f4c6bc98f,1760343698423,Cancelled,Bank Transfer,5.99,Bad,,,
Brian Ingram,,10,0,Port Bethany,New Jersey,123-abc-7890,,,whatever,,Griffith-Lee,,DISCOUNT,2023-04-16,2023-10-09,9d09eac5-98da-45fd-943a-4f4be857bc98,2616360489249,Cancelled,Credit Card,10.0,Good,,10.0,200
Andrew Collier III,,-5,19.99,Johnsonland,Michigan,,not-an-email,93609,present,,Mann Group,10,SAVE10,2022-03-28,2023-05-13,c02509f1-375d-479c-9b21-cf357a15d08f,5339681653607,Delivered,Bank Transfer,,,,5.0,200
Hector Harrison,,-5,19.99,Josephstad,Colorado,,,,general,,Butler PLC,5,,2022-07-02,2023-03-12,f971d7b1-3100-4b77-bdb4-be119bc01f25,1365056969374,Pending,,0,,1,,100
Mary Boyd,Men,10,100000,Port Territon,Iowa,+1-455-220-1334,,04164,all,,Hall-George,five,DISCOUNT,2023-08-15,2024-08-13,9879bcd8-2e3b-4840-9857-ec1add655994,5833091446595,,Bank Transfer,free,,,0.0,
Adam Andrews,Male,1000,20$,Griffintown,New Hampshire,123-abc-7890,jwheeler@alvarez.biz,,thought,Other,Wall-Jones,10,SAVE10,2022-10-29,2023-08-05,92f805b1-7eb8-4ec1-a43f-5affe60019b7,4431461619795,Delivered,,,Good,,10.0,
Amy Smith,M,3,,Rogerview,Arizona,123-abc-7890,not-an-email,ABCDE,miss,Electronics,"Owens, Watkins and Hodges",10,,2023-10-18,2024-10-09,fb403ef0-8c34-4f81-bc00-45eccceccb9d,5050612771732,,,10.0,,1,0.0,
Sharon Cunningham,Male,three,,Jenkinsfurt,Washington,123-abc-7890,,,media,Electronics,"West, Kim and Anthony",10,,2023-12-17,2024-01-30,abf16389-2e87-46eb-8d70-db58e344c0db,1538739923950,Delivered,Bank Transfer,free,,no,,100
Edwin Daniels,,10,0,Port Brendaton,North Dakota,,,,difference,Other,Green Ltd,10,DISCOUNT,2022-05-18,2022-11-14,452169dc-3b43-44ea-93dc-c3bbeb608081,2017060607306,,,0,Good,,-1,two hundred
Robert Phillips,M,-5,19.99,Port Ginamouth,Oklahoma,736.597.3520x380,,05479,character,Clothing,"Morales, Wilson and Williams",5,DISCOUNT,2022-11-23,2024-10-08,ec63e238-47a2-49d2-a7fd-4d3e3e3662f4,3352441014120,,,10.0,Good,1,,100
Cole Harper,,three,19.99,Normanborough,Nevada,(857)604-2639x912,,48184,maybe,,Soto-Hayes,five,12345,2022-08-17,2022-10-18,f88af4c9-4e87-4f2c-8083-791b85d0d774,5396495874468,Pending,,,Good,,-1,two hundred
James Parker,M,,-10,North Patrick,Hawaii,,not-an-email,,plant,Food,Richmond-Smith,10,SAVE10,2022-04-29,2024-09-11,fbfe9c54-da9e-4616-bb27-21b6316a6fb7,1864950567049,Cancelled,PayPal,5.99,Average,yes,,100
Marie Greer,Male,10,-10,Justintown,New York,,davisandrew@yahoo.com,ABCDE,population,,"Bowman, Meyer and Turner",10%,DISCOUNT,2022-09-20,2023-07-03,8396fe71-db99-488c-89e5-72e8feffc1a7,9786191950294,,,,Good,,-1,
Jacob Morales,Female,4,20$,Serranomouth,Alaska,,not-an-email,,school,Food,"Fisher, Miller and Kramer",,DISCOUNT,2023-09-05,2022-11-03,fd7b8492-bfe2-4a9e-b7bf-c1fbf895eb3a,3439906775571,,Credit Card,,,no,,200
Heather Boyer,F,1000,,East Michelleton,South Dakota,123-abc-7890,jreed@thompson.info,,industry,Food,"Wise, Russell and Whitaker",,,2022-01-21,2024-08-07,62621829-afe1-45d0-a3a6-8a644318022d,0417096765100,,PayPal,5.99,Bad,,10.0,
Richard Summers,,10,0,East Christina,Washington,,not-an-email,53992,news,Food,Coleman-Castro,5,SAVE10,2023-02-05,2024-08-01,1880ebcf-b219-4ed2-8c94-e042a8231494,8736654797011,Cancelled,Credit Card,,,,5.0,
Michael Anderson,,1,19.99,Anthonystad,Maine,123-abc-7890,robertkelley@yahoo.com,,fast,Electronics,Winters LLC,five,,2023-03-16,2022-06-03,b0271630-e656-4781-aaff-3d04b148b202,9038908799215,,PayPal,free,Bad,,5.0,200
Sydney Schmidt,M,4,0,East Becky,Illinois,966-298-2276x2025,not-an-email,ABCDE,work,Other,Hamilton-Parker,10,,2023-10-01,2023-03-23,12edbdee-d444-4d40-9516-bc3e06464e54,8295231660754,Delivered,Bank Transfer,,,0,,200
Lucas Hensley,,,49.95,Leeport,Oklahoma,,pwheeler@jones-hines.com,,adult,,Jefferson-Sanchez,five,,2022-09-18,2022-10-24,cefd7277-3c62-4c06-aac2-ecd4ff499095,4987116530460,Cancelled,Credit Card,,,0,10.0,200
Zachary Griffin,,1,,Port Austin,Alaska,,not-an-email,31451,pull,Other,"Brady, Barber and Carroll",10%,,2022-03-24,2023-10-09,fea7b51c-05ff-496d-98f8-c4b1ccb4e102,3729200586950,Pending,Credit Card,free,,yes,,two hundred
Jamie Thomas,Men,4,19.99,Castilloberg,Kentucky,,,ABCDE,range,Electronics,"Clark, Farrell and Patterson",10,SAVE10,2022-01-21,2023-10-29,88736065-404a-4b58-b0a3-d09fd87bb376,9184907934949,Cancelled,PayPal,5.99,,,,two hundred
Patricia Schmidt,Female,,,Port Angela,California,612-868-6493x6713,not-an-email,ABCDE,pretty,Clothing,"Grant, Perry and Knox",10%,DISCOUNT,2022-12-15,2023-01-11,df5b0b60-a28f-4189-ae75-edc52fce67d2,8134422992925,,PayPal,,,,,200
Donald Glenn,,,100000,South Raymond,New Mexico,,,97171,alone,Other,Moore Inc,,,2023-03-26,2024-03-08,b5632079-d3c5-44e9-a42f-d7906ab0d1c3,8983772130330,,,10.0,Bad,,-1,
Robert Roberts,F,4,,East Lauren,Washington,707.397.3857,,,arm,Electronics,Thompson Group,,,2022-07-01,2023-12-01,b09b5a19-28c2-4522-a476-50c933a50a53,3624490747022,Cancelled,Bank Transfer,free,,no,,
Claire Ray,,2,0,Williamsstad,New York,,,87026,property,Clothing,Willis Inc,10%,SAVE10,2023-06-06,2024-05-23,a465d188-6f46-44c2-bc1e-4f6f88735192,6061306301301,,PayPal,10.0,Good,yes,10.0,200
Michael Bailey,F,3,100000,North Cheryl,Michigan,123-abc-7890,,,building,Food,Williams-Sanchez,five,DISCOUNT,2022-05-02,2023-01-14,1a81cf71-abff-4ee2-a7ad-f79d545c4ec6,4075651823816,Cancelled,,,,0,-1,100
Taylor Franklin,Men,1,0,Patriciafort,Tennessee,,not-an-email,ABCDE,ask,Electronics,"Holden, Hester and White",,,2023-08-31,2024-09-26,7ddb161b-3663-4ca6-b30f-a48984654ab9,2672841851080,Cancelled,PayPal,10.0,,,5.0,two hundred
Aaron Velazquez,F,three,,Lake Johnny,Colorado,+1-020-962-5226,gmullins@adams.biz,ABCDE,fill,,Collins Ltd,10,DISCOUNT,2023-12-12,2024-06-24,42bdf11a-dd8d-404a-a555-89566dc9dc6f,4024076649600,Cancelled,PayPal,,Average,no,5.0,100
Tyler Lee,F,10,,Russellstad,Missouri,,not-an-email,ABCDE,executive,,"Anderson, Mclaughlin and Wilson",10,DISCOUNT,2023-05-31,2023-08-18,2321c2f2-7103-4a6b-8cb1-3acafd088246,9717374466783,Delivered,,free,Average,,5.0,100
Lisa Diaz,M,10,,Ellisview,Minnesota,,,ABCDE,do,Food,Miles-Fernandez,,SAVE10,2023-07-19,2024-12-20,dbe0847f-5249-4ccf-b4fb-bfabb6430674,2208137717947,Delivered,,5.99,,1,10.0,
Lori Goodman,Men,,0,Trujillotown,Minnesota,123-abc-7890,not-an-email,,sort,,"Hicks, Conrad and Mccarthy",five,,2022-05-10,2022-09-05,788d0f45-12b9-43a3-9122-0c02d9b3bbfd,2474443914664,Delivered,,10.0,,,,
Tiffany Taylor,M,1000,,South Anthony,New Jersey,2313165752,aosborne@hotmail.com,ABCDE,between,Other,Johns Ltd,,12345,2022-12-15,2023-02-28,e96b04ef-82ff-4e9a-b4b4-22cb71d72df0,8405517870887,Cancelled,Bank Transfer,free,Bad,no,0.0,
John Oliver,F,-5,-10,North Christophermouth,Delaware,,,49562,record,,"Garcia, Washington and Rodriguez",10%,12345,2023-12-19,2024-02-09,5de38ca2-02b9-4e47-80a0-8e9938e6e44a,7174663279219,,Credit Card,,,,0.0,200
Justin Jones,,5,,New Amandaburgh,Indiana,123-abc-7890,not-an-email,,bed,Food,Joseph-Welch,,DISCOUNT,2023-01-24,2024-08-09,1bbab156-36d0-4322-bfd4-dfbc1b31ce05,7784539860672,,PayPal,,Good,,,100
Heather Pearson,,10,-10,Cardenasborough,Oklahoma,,,48641,store,Clothing,"Baird, Ellis and Williams",10,SAVE10,2022-05-24,2022-12-20,5a56c7b9-4c8b-4046-ac58-311ca7277474,2777619021846,Cancelled,,free,Good,0,,200
Lisa Haynes,,three,49.95,Davidview,North Dakota,(032)486-9096x769,,06741,tend,Electronics,Flores-Taylor,10%,,2023-05-01,2022-02-18,fd6b96f6-0121-480b-85c1-89d3ba455338,2426510558356,Cancelled,Bank Transfer,5.99,Bad,,5.0,100
Kenneth Henderson,Men,4,19.99,South Gabriel,Minnesota,+1-235-981-9020x2029,amanda10@hawkins.org,62084,suddenly,Food,Hayes Ltd,10,12345,2022-03-05,2023-05-07,19e7fb32-2c76-4ca7-9c53-c7eafe13124c,3420884687260,Cancelled,PayPal,10.0,Average,no,,two hundred
Jacob Reed,Men,1,100000,Briantown,Arkansas,,,ABCDE,nothing,,"Martinez, Anderson and Martinez",5,SAVE10,2023-05-02,2024-05-20,4a00faef-870b-4637-a646-160549e1703a,4140446235836,Cancelled,PayPal,,Average,0,5.0,200
Michael Martinez,Male,,100000,Spencerborough,Oklahoma,,paul14@franklin-andrews.com,21555,right,Electronics,Anderson Group,10%,,2023-01-13,2022-08-22,0aa55a1c-7d67-406d-a4db-38b8b14aaca6,4968177057141,Cancelled,PayPal,,,,10.0,
Stephanie Mason,,5,100000,Marcusmouth,Ohio,,stephaniebradley@savage-rodriguez.org,,current,Clothing,Nelson Group,5,DISCOUNT,2023-10-04,2023-09-17,7f6fa927-72f0-4c61-a228-1a46b6636f09,8365727328878,Cancelled,Bank Transfer,10.0,Average,no,10.0,200
Angela Gray,Men,10,100000,Port Charles,North Carolina,123-abc-7890,,ABCDE,suffer,,"Mckenzie, Jackson and Bullock",10,,2023-02-20,2024-12-20,69d72990-2de8-483d-8c21-10cd71a9aac7,0534475086899,,Bank Transfer,free,Average,no,,
Kimberly King,Men,,20$,Laurenfurt,New York,001-855-971-2892x013,,,laugh,Other,"Knight, Hurst and Curtis",10%,,2022-07-18,2024-06-22,5a566658-ce7a-494f-a298-ffb4ed4f688b,1168518364911,Pending,Bank Transfer,10.0,Bad,,0.0,two hundred
John Baker,,10,20$,West Timothy,Alaska,,jared24@yahoo.com,,provide,,Fletcher-Cruz,5,SAVE10,2022-02-27,2023-05-20,d2aa7e08-13bd-42fa-899e-87866ea5af1b,3969602383041,Pending,,0,,1,10.0,
Terri Robertson,,2,20$,South Matthewmouth,North Carolina,,not-an-email,21481,job,Food,"Ellison, Howard and Johnson",,DISCOUNT,2023-05-09,2022-11-18,6aa923ef-a532-42a8-a751-5fe42e0b2144,6770689522929,Pending,,5.99,,,0.0,200
Robert Collins,M,4,20$,Tracymouth,Oklahoma,,keithmolina@cruz.com,,strategy,Clothing,Reynolds Ltd,5,,2022-08-24,2023-07-01,f4d9a45b-d12e-4393-ad88-375e8faedc19,7241917672154,Delivered,PayPal,10.0,,1,,
Joseph Escobar,Male,5,-10,North Donna,Virginia,(612)258-1164x41806,,,safe,,Cunningham PLC,10%,,2022-10-02,2023-08-30,fd266ad6-6161-46ce-a795-3358a037522e,8249627475064,,Credit Card,5.99,,yes,0.0,two hundred
Leroy Huang,,1,,West Ashleymouth,Maine,123-abc-7890,,80900,whose,Clothing,Collins-Lynch,5,,2022-07-29,2023-08-22,2bd2c116-7dac-4886-85d3-6c33a732313e,7747141605260,,,,Bad,,,
Justin Bullock,Male,1000,-10,Nicholasville,Ohio,,,,reveal,,Mullins-Johnson,,DISCOUNT,2023-06-24,2022-08-29,efb97754-8fc4-4c52-a990-eb62914b099f,2095852028621,Delivered,,5.99,Average,,5.0,
Jordan Smith,Female,three,49.95,North Kristinamouth,New Mexico,,,,look,,Navarro-Livingston,,,2022-09-17,2023-04-11,1b8f6474-dd18-445e-a7f2-b7177a2aa976,8546367742686,Cancelled,,0,Good,yes,,two hundred
Tina Rodriguez,F,-5,0,Carpenterfort,Oklahoma,001-118-219-8461,,,lawyer,Electronics,"Alexander, Delgado and Henderson",10,12345,2022-04-13,2024-08-14,8088a47c-0dc7-4eb1-a1e8-fc96a934335b,4887067041339,Delivered,Bank Transfer,5.99,,,5.0,
Richard Howe,M,2,,Mendozaton,Tennessee,,,56046,similar,,Golden-Blackburn,,,2023-04-24,2024-09-15,6b555c9a-3636-44ae-aeee-bd17c3481b4b,6616800967036,Delivered,Credit Card,0,Average,,-1,
Katie White,Female,5,,New April,Louisiana,,not-an-email,,maybe,Electronics,"Perez, Mcdaniel and Baxter",,DISCOUNT,2023-11-05,2022-11-07,b188e9be-e82e-4c74-b750-59821f033e22,2133177026455,,Credit Card,10.0,Good,,,
Christine Weaver,Women,1,19.99,Lake Andrea,North Dakota,,not-an-email,ABCDE,plan,,Campbell-Baldwin,10%,12345,2023-10-25,2024-10-03,751ca202-bdec-4aa7-a8ba-d9cdfd62baec,1046821979636,,,0,Average,no,5.0,200
Chelsea Holden,Men,three,19.99,Port Melvin,Pennsylvania,,,,skill,,Hill-Delacruz,10%,,2023-07-16,2022-11-17,638a2150-f29e-4fc7-87c9-41715460693a,7363796680652,Cancelled,PayPal,,,0,5.0,two hundred
Erica Franklin,,1,20$,Johnmouth,Alabama,123-abc-7890,pharris@yahoo.com,,garden,Other,Williams PLC,5,DISCOUNT,2022-01-29,2024-10-22,cb411f45-cb1c-4a8a-ab99-9848e5ab2dce,4418417178926,Pending,PayPal,free,Good,0,,100
Jonathon Reyes,Women,2,100000,Lunaberg,Washington,,kellyramirez@guerra.com,,matter,Food,Martinez and Sons,10,12345,2022-11-27,2022-12-11,a2abea70-b2fb-40a3-9db6-7568d9ca655b,1245496657171,Cancelled,Bank Transfer,10.0,Average,yes,5.0,200
Sarah Melton,,10,19.99,Williamburgh,Alaska,,,64538,cup,Food,"Johnson, Potts and Stevens",five,,2023-12-24,2024-12-25,3e312bbe-2f35-4a74-89b0-c845b2bcc1e6,1432187321231,,Bank Transfer,10.0,,yes,,100
Yolanda Cox,Women,2,20$,Ericborough,Massachusetts,+1-350-215-9211x5837,,,catch,Food,"Pratt, Rowe and Booth",10,12345,2022-02-08,2023-07-24,ad9e6c54-b004-4f66-ae4b-1fef86cf7104,5575488802477,Delivered,PayPal,5.99,Bad,1,,
Angela Bishop,Women,4,100000,Cathystad,Arizona,,trujillorichard@gmail.com,48089,notice,,Blackwell Group,10%,SAVE10,2022-04-03,2024-11-05,4ef8afb3-7c59-4876-9aa6-189c6c202432,0440348599604,,,,,1,10.0,100
Kelly Wong,Men,,0,Hardingbury,Wisconsin,,not-an-email,,finally,Food,Castaneda-Nelson,5,DISCOUNT,2022-01-20,2022-03-03,89bca9cc-47d9-478e-92fe-645a5df52d58,6499891931885,Delivered,Bank Transfer,0,Good,yes,,200
Rebecca Peterson,Women,2,19.99,North Catherineberg,Indiana,(858)252-8591x47406,not-an-email,ABCDE,today,,"Woods, Edwards and Carlson",,SAVE10,2023-09-07,2024-11-09,ed7513c7-e5bf-4e97-88eb-a88198628f35,7371142364521,,,0,Bad,yes,5.0,two hundred
Laura Burns,,,100000,Delacruzfort,Michigan,,,,remember,Electronics,Ellis Ltd,10,DISCOUNT,2023-04-07,2022-02-02,79acbbc2-c309-4c8a-88d5-9bf64450102d,7000115981846,Delivered,Credit Card,0,Good,0,0.0,100
Julia Gomez,Men,1,-10,West John,Ohio,,not-an-email,,hand,Other,Baker-Hale,,SAVE10,2023-04-27,2023-10-12,57f7efe5-8f4e-4c87-bcbf-36e0acacf003,8489896938925,Pending,Bank Transfer,5.99,Bad,,5.0,two hundred
Kayla Gomez,Men,1,100000,Laurachester,Missouri,(102)799-2002x75689,not-an-email,,argue,Clothing,"Kelly, Mcfarland and Johnson",five,SAVE10,2023-09-27,2023-05-05,9eecbcba-fca5-43b4-b233-acbb33a05138,8020596455505,,PayPal,0,Average,1,,100
Brent Bryan,F,1,-10,Scottmouth,Virginia,638-837-2489,not-an-email,50842,teacher,Electronics,Brown Ltd,,DISCOUNT,2023-10-20,2023-01-31,2d2ed019-023d-4932-aedc-e95bae0be0eb,6345545046682,,PayPal,10.0,,0,,
Lauren Proctor,M,5,,West Christopher,New Mexico,,,06869,half,,"Deleon, Griffith and Dickson",10,DISCOUNT,2023-01-17,2022-08-09,395c24f3-f57d-49e6-b142-4763fbd14679,1376315593872,Pending,,5.99,,0,-1,200
Kenneth West,,10,19.99,West Janetchester,New Hampshire,,,,some,,Gallagher Ltd,10%,,2022-12-27,2022-06-03,c97c0e1a-1f24-459a-93a1-88b801599b88,4067065432067,,,free,,1,,two hundred
Michelle Hensley,,three,0,South Katherinefort,South Carolina,,meyerjoanna@gonzalez.com,ABCDE,student,Food,Bradley-Huffman,,12345,2023-08-20,2022-05-21,ca172a70-f1e8-4b24-b238-fe995a960d94,2073585904245,Pending,PayPal,0,Good,0,10.0,200
Dustin Elliott,Men,5,49.95,Port Timothy,South Carolina,,,ABCDE,world,Clothing,Miller-Bullock,,,2023-12-20,2024-01-13,7f66f2bb-abe9-4589-bb40-8dc5090d14c4,5939169874564,Delivered,,5.99,Average,,10.0,200
